customer,state,response,coverage,education,employment_status,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
TN17395,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Medsize
UO49439,Oregon,No,Basic,Bachelor or College,Employed,Rural,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
JK13254,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Web,Medium-Class Car,Medsize
BL29240,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer2,Call Center,Normal Car,Medsize
IP81759,Nevada,No,Extended,High School or Below,Employed,Suburban,Single,Personal,Offer4,Call Center,Luxury Car,Small
DY18947,Arizona,No,Premium,High School or Below,Employed,Rural,Married,Personal,Offer1,Call Center,Normal Car,Medsize
PY98041,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Web,Normal Car,Medsize
GP99578,Nevada,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Luxury Car,Medsize
QB15706,Washington,No,Premium,Bachelor or College,Unemployed,Suburban,Married,Special,Offer3,Agent,Medium-Class Car,Small
PY42157,Washington,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer4,Agent,Normal Car,Large
FM38725,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer4,Web,Normal Car,Medsize
QX84402,California,Yes,Extended,Bachelor or College,Other status,Suburban,Single,Corporate,Offer1,Branch,Normal Car,Small
DH95491,California,No,Basic,High School or Below,Unemployed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
JH36501,Arizona,No,Basic,Doctor or Master,Employed,Urban,Single,Personal,Offer4,Agent,Normal Car,Medsize
DG46291,Nevada,No,Premium,High School or Below,Employed,Urban,Married,Personal,Offer1,Call Center,Normal Car,Medsize
LY14355,Washington,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Web,Normal Car,Small
AU94279,California,No,Basic,High School or Below,Employed,Suburban,Single,Personal,Offer3,Agent,Normal Car,Medsize
AG62140,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Small
YK66939,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer3,Call Center,Medium-Class Car,Medsize
BA75404,Oregon,No,Basic,Doctor or Master,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
ZG10765,Nevada,Yes,Extended,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Small
TA22923,Arizona,No,Basic,Doctor or Master,Employed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Small
OM55336,Nevada,Yes,Basic,Bachelor or College,Employed,Urban,Single,Personal,Offer2,Agent,Normal Car,Medsize
MB60322,Arizona,Yes,Basic,Doctor or Master,Employed,Urban,Married,Special,Offer2,Branch,Normal Car,Medsize
FS97588,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer4,Branch,Normal Car,Medsize
OX73233,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer3,Web,Normal Car,Small
KR25511,Washington,Yes,Extended,High School or Below,Employed,Suburban,Single,Corporate,Offer1,Agent,Normal Car,Medsize
PE39479,Washington,No,Extended,Bachelor or College,Employed,Urban,Married,Corporate,Offer1,Branch,Normal Car,Large
AO46433,California,No,Premium,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Branch,Normal Car,Medsize
CD71502,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Divorced,Personal,Offer1,Branch,Medium-Class Car,Medsize
ZS94723,Arizona,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
EV32492,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer4,Web,Normal Car,Medsize
IW27109,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
XX37955,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Married,Corporate,Offer4,Call Center,Medium-Class Car,Medsize
MO68226,California,Yes,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Call Center,Normal Car,Small
HY86417,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Married,Corporate,Offer2,Call Center,Normal Car,Medsize
WI14444,California,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer4,Agent,Normal Car,Medsize
XC72555,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer4,Web,Medium-Class Car,Small
SZ37147,California,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer4,Branch,Normal Car,Medsize
HF44881,Arizona,No,Basic,High School or Below,Employed,Suburban,Single,Corporate,Offer1,Web,Medium-Class Car,Medsize
GA98025,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Call Center,Medium-Class Car,Medsize
LO57874,Oregon,Yes,Basic,Bachelor or College,Other status,Suburban,Divorced,Corporate,Offer1,Agent,Normal Car,Large
VJ83206,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer4,Branch,Normal Car,Medsize
CV35709,Oregon,Yes,Premium,High School or Below,Employed,Rural,Married,Corporate,Offer2,Web,Normal Car,Medsize
VX67206,Oregon,Yes,Extended,Bachelor or College,Employed,Urban,Divorced,Corporate,Offer2,Web,Normal Car,Medsize
WY38315,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer3,Agent,Medium-Class Car,Medsize
AY52869,California,Yes,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
PT29055,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Medsize
HF62608,Oregon,No,Extended,Bachelor or College,Employed,Rural,Single,Personal,Offer1,Branch,Normal Car,Medsize
PJ54354,California,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Call Center,Normal Car,Medsize
VW13019,Nevada,Yes,Extended,Bachelor or College,Other status,Suburban,Divorced,Corporate,Offer1,Agent,Medium-Class Car,Medsize
PY80506,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer4,Agent,Medium-Class Car,Medsize
CF46699,Oregon,Yes,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer2,Agent,Medium-Class Car,Medsize
SF15712,Oregon,No,Extended,High School or Below,Employed,Rural,Divorced,Personal,Offer3,Agent,Normal Car,Medsize
MX69639,California,No,Extended,High School or Below,Employed,Rural,Single,Personal,Offer2,Branch,Normal Car,Large
EZ41764,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Agent,Normal Car,Medsize
BD58297,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Medsize
FM55990,California,Yes,Premium,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Branch,Medium-Class Car,Medsize
LZ89104,Oregon,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer4,Agent,Normal Car,Large
CI38330,Washington,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Medsize
NT15165,California,No,Premium,Bachelor or College,Employed,Urban,Married,Corporate,Offer2,Branch,Normal Car,Medsize
RQ77476,Oregon,No,Premium,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Branch,Normal Car,Medsize
QB15345,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer4,Web,Normal Car,Medsize
DX65548,Arizona,Yes,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer2,Call Center,Normal Car,Medsize
RI52095,Washington,No,Basic,High School or Below,Employed,Suburban,Single,Personal,Offer2,Branch,Normal Car,Medsize
RK76184,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer2,Web,Normal Car,Medsize
EH86912,California,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer3,Agent,Medium-Class Car,Medsize
TJ90326,California,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Call Center,Normal Car,Small
ES93923,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Small
BY23642,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Small
CV64725,California,No,Extended,High School or Below,Employed,Suburban,Divorced,Personal,Offer3,Agent,Normal Car,Medsize
RN56430,Nevada,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Medsize
PD32052,California,No,Basic,High School or Below,Employed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
YG87460,Arizona,No,Basic,Bachelor or College,Unemployed,Urban,Married,Personal,Offer3,Branch,Normal Car,Medsize
BN90616,Washington,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer3,Agent,Normal Car,Medsize
BH36973,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
QN76156,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Call Center,Normal Car,Small
ZJ15114,California,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer4,Branch,Normal Car,Medsize
CM84035,Arizona,No,Premium,Bachelor or College,Employed,Rural,Single,Corporate,Offer3,Call Center,Normal Car,Medsize
TZ22914,Oregon,No,Basic,Doctor or Master,Other status,Urban,Divorced,Personal,Offer1,Agent,Normal Car,Large
MW80236,Washington,No,Basic,Doctor or Master,Unemployed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
WO89464,Oregon,Yes,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
MK56815,California,No,Premium,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Call Center,Normal Car,Medsize
LJ64287,Nevada,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer3,Call Center,Normal Car,Medsize
UK86050,Arizona,No,Basic,High School or Below,Employed,Urban,Divorced,Personal,Offer1,Agent,Normal Car,Large
TQ24692,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Special,Offer2,Web,Normal Car,Medsize
QO16222,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Call Center,Luxury Car,Small
SU86402,Arizona,No,Extended,High School or Below,Other status,Suburban,Married,Personal,Offer1,Branch,Normal Car,Medsize
CI95726,Nevada,Yes,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Large
JE98863,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Married,Special,Offer1,Agent,Normal Car,Small
DD89544,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Married,Corporate,Offer1,Agent,Luxury Car,Medsize
HK28125,California,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
VT52978,Nevada,No,Premium,High School or Below,Employed,Suburban,Divorced,Corporate,Offer1,Call Center,Normal Car,Medsize
DU66620,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer4,Call Center,Normal Car,Medsize
YC83239,Washington,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer4,Web,Normal Car,Medsize
VS40267,California,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer2,Branch,Medium-Class Car,Medsize
WJ55369,Arizona,No,Extended,High School or Below,Employed,Urban,Married,Personal,Offer1,Call Center,Normal Car,Medsize
MZ23183,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Call Center,Normal Car,Medsize
DV58197,California,Yes,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Web,Normal Car,Medsize
RZ97514,Oregon,No,Basic,Doctor or Master,Unemployed,Suburban,Married,Personal,Offer3,Agent,Normal Car,Medsize
ET90029,Arizona,No,Extended,Doctor or Master,Other status,Urban,Married,Personal,Offer2,Web,Medium-Class Car,Small
SD21312,Nevada,Yes,Premium,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Branch,Medium-Class Car,Medsize
FG31425,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Special,Offer4,Agent,Normal Car,Medsize
FA15338,Arizona,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer4,Branch,Normal Car,Medsize
HD53787,California,No,Extended,Bachelor or College,Other status,Suburban,Married,Personal,Offer4,Branch,Normal Car,Large
ME11422,California,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer3,Agent,Normal Car,Small
QN36109,Nevada,No,Basic,Doctor or Master,Employed,Rural,Single,Personal,Offer1,Branch,Medium-Class Car,Medsize
UL80763,Oregon,Yes,Extended,Doctor or Master,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
DH61947,Oregon,No,Extended,Bachelor or College,Unemployed,Rural,Married,Personal,Offer4,Call Center,Normal Car,Medsize
QX54905,Nevada,Yes,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer2,Agent,Normal Car,Medsize
XQ39498,Oregon,No,Premium,High School or Below,Employed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
FQ51281,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Large
NA45983,Arizona,No,Basic,Bachelor or College,Employed,Rural,Divorced,Special,Offer1,Agent,Normal Car,Small
LC23144,California,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer3,Web,Medium-Class Car,Medsize
SG54382,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Married,Corporate,Offer1,Branch,Normal Car,Medsize
XH54129,California,No,Premium,High School or Below,Employed,Urban,Married,Personal,Offer4,Branch,Normal Car,Medsize
QD28391,Washington,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Medsize
HX55735,Nevada,Yes,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Medsize
AI49712,Washington,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer3,Call Center,Normal Car,Large
YM53951,Oregon,No,Extended,Bachelor or College,Employed,Urban,Divorced,Corporate,Offer1,Agent,Normal Car,Medsize
JO77924,Oregon,No,Extended,High School or Below,Employed,Rural,Married,Personal,Offer2,Agent,Medium-Class Car,Medsize
EZ20115,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Medsize
DD88614,California,No,Extended,Doctor or Master,Employed,Rural,Married,Corporate,Offer3,Agent,Normal Car,Medsize
BO21461,California,No,Basic,Bachelor or College,Employed,Rural,Single,Personal,Offer4,Call Center,Normal Car,Medsize
EX13440,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Single,Corporate,Offer3,Branch,Medium-Class Car,Medsize
UB87714,Oregon,No,Extended,Doctor or Master,Employed,Rural,Divorced,Personal,Offer1,Branch,Medium-Class Car,Medsize
VW84197,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Medsize
HP56518,Oregon,Yes,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
SP81997,Washington,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer3,Branch,Normal Car,Large
VH66357,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer4,Agent,Normal Car,Small
IM30965,Oregon,No,Basic,High School or Below,Employed,Suburban,Single,Corporate,Offer4,Agent,Normal Car,Small
TQ37204,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer2,Branch,Medium-Class Car,Medsize
NN54114,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
BI27443,Arizona,No,Extended,Bachelor or College,Employed,Urban,Divorced,Personal,Offer2,Agent,Medium-Class Car,Medsize
WL86517,Nevada,No,Extended,Doctor or Master,Employed,Suburban,Married,Personal,Offer3,Web,Normal Car,Medsize
HW40931,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Married,Special,Offer4,Web,Normal Car,Small
NN44758,Arizona,Yes,Premium,High School or Below,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Small
NQ18750,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Small
GC34791,Nevada,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
SY22123,California,No,Extended,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
DY17416,Oregon,No,Extended,Bachelor or College,Employed,Urban,Single,Personal,Offer2,Agent,Normal Car,Medsize
KE57057,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Corporate,Offer2,Agent,Normal Car,Small
AT24793,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Married,Special,Offer3,Call Center,Medium-Class Car,Medsize
SL71998,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Web,Normal Car,Small
AP66226,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Web,Normal Car,Medsize
HI91534,California,No,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer3,Web,Medium-Class Car,Small
TK61994,Oregon,No,Extended,Bachelor or College,Other status,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
CW35098,Washington,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
WX30852,Arizona,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer4,Agent,Normal Car,Medsize
SK69036,California,No,Premium,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Branch,Normal Car,Small
YI79084,Nevada,No,Extended,Doctor or Master,Employed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
KF46546,Arizona,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
GA71186,Nevada,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
KL65897,California,No,Extended,Bachelor or College,Unemployed,Rural,Married,Personal,Offer1,Branch,Normal Car,Medsize
CF15086,California,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Medsize
HG40729,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Small
VP55618,California,No,Extended,Bachelor or College,Employed,Suburban,Divorced,Corporate,Offer1,Branch,Normal Car,Medsize
ZL23478,California,No,Extended,Bachelor or College,Employed,Urban,Married,Corporate,Offer1,Agent,Normal Car,Small
EY75197,Arizona,No,Premium,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer3,Agent,Medium-Class Car,Medsize
SF11920,Arizona,No,Basic,Bachelor or College,Employed,Urban,Married,Corporate,Offer1,Web,Normal Car,Medsize
DY57308,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Branch,Medium-Class Car,Small
HP73832,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Web,Normal Car,Medsize
WP58797,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer3,Web,Medium-Class Car,Large
ZM33786,Arizona,No,Basic,High School or Below,Other status,Rural,Married,Personal,Offer3,Call Center,Medium-Class Car,Medsize
LY19199,Oregon,No,Basic,Bachelor or College,Employed,Rural,Divorced,Corporate,Offer1,Branch,Normal Car,Medsize
IX60436,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Special,Offer2,Branch,Normal Car,Medsize
UK29448,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
QA49556,Washington,No,Basic,Doctor or Master,Employed,Suburban,Single,Personal,Offer4,Web,Normal Car,Medsize
ST78006,Oregon,No,Basic,High School or Below,Unemployed,Rural,Married,Personal,Offer4,Call Center,Normal Car,Medsize
KD63903,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer3,Call Center,Medium-Class Car,Medsize
GV62858,California,No,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Web,Normal Car,Medsize
DN66715,California,Yes,Basic,Doctor or Master,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Small
LU30834,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Call Center,Medium-Class Car,Small
HN35280,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer2,Web,Normal Car,Medsize
DG21323,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer3,Branch,Normal Car,Medsize
KD16729,Nevada,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Branch,Normal Car,Medsize
WO17738,Oregon,No,Premium,High School or Below,Employed,Suburban,Single,Corporate,Offer2,Agent,Normal Car,Large
VB22338,Nevada,No,Basic,High School or Below,Employed,Urban,Single,Special,Offer4,Agent,Medium-Class Car,Small
JU66696,California,No,Extended,Doctor or Master,Unemployed,Suburban,Married,Corporate,Offer3,Branch,Medium-Class Car,Large
AE60813,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer4,Branch,Normal Car,Medsize
AS99827,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
XQ80738,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
KX82226,Arizona,No,Extended,High School or Below,Other status,Suburban,Single,Personal,Offer4,Call Center,Normal Car,Medsize
MA43940,Oregon,No,Basic,High School or Below,Employed,Suburban,Married,Special,Offer3,Branch,Medium-Class Car,Medsize
JL93248,Oregon,No,Basic,High School or Below,Other status,Suburban,Divorced,Personal,Offer1,Branch,Normal Car,Small
PY98628,Arizona,Yes,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
GX32768,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Normal Car,Medsize
AM89558,Nevada,Yes,Basic,Bachelor or College,Other status,Suburban,Married,Corporate,Offer2,Agent,Normal Car,Medsize
EL41362,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Agent,Normal Car,Small
XK91603,California,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
MG77033,California,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer1,Agent,Normal Car,Large
OM70085,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
NB57112,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Medium-Class Car,Medsize
WH60140,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Small
FV92759,Oregon,Yes,Basic,Bachelor or College,Unemployed,Suburban,Divorced,Personal,Offer1,Branch,Normal Car,Small
YW85018,Nevada,Yes,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
BY84257,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Special,Offer4,Branch,Normal Car,Medsize
JT69863,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer3,Branch,Normal Car,Medsize
OE15600,California,No,Basic,Bachelor or College,Employed,Rural,Single,Personal,Offer2,Call Center,Normal Car,Medsize
BU81591,California,No,Extended,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer1,Call Center,Normal Car,Large
XL44677,California,Yes,Basic,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Large
No73821,Oregon,No,Extended,High School or Below,Employed,Suburban,Single,Personal,Offer2,Branch,Medium-Class Car,Medsize
VJ24328,Oregon,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
XW63353,Oregon,Yes,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
JZ31045,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer3,Branch,Normal Car,Medsize
UM27359,Arizona,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Web,Normal Car,Medsize
ND71187,Arizona,No,Extended,Doctor or Master,Employed,Suburban,Married,Corporate,Offer1,Agent,Normal Car,Large
YR63096,Nevada,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer1,Agent,Normal Car,Small
SN21895,Arizona,No,Extended,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Agent,Normal Car,Small
FY90924,Arizona,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
CN30964,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Agent,Normal Car,Small
BN14307,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Medsize
XG35514,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer3,Branch,Normal Car,Medsize
RL28918,California,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer3,Branch,Medium-Class Car,Small
SR74929,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Call Center,Medium-Class Car,Medsize
HK93338,Washington,No,Basic,High School or Below,Other status,Suburban,Divorced,Personal,Offer1,Branch,Normal Car,Medsize
QR53727,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Web,Medium-Class Car,Medsize
SQ35375,Oregon,No,Basic,Doctor or Master,Employed,Suburban,Married,Personal,Offer2,Web,Normal Car,Medsize
UD77728,Arizona,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
GP13187,California,No,Basic,Doctor or Master,Unemployed,Suburban,Married,Personal,Offer1,Branch,Luxury Car,Medsize
AQ70619,California,No,Basic,High School or Below,Employed,Urban,Married,Corporate,Offer1,Agent,Normal Car,Medsize
IP65887,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Married,Corporate,Offer1,Call Center,Medium-Class Car,Medsize
KS98084,California,No,Basic,Doctor or Master,Employed,Rural,Married,Personal,Offer3,Agent,Normal Car,Medsize
QU55718,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Large
TS31417,Washington,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Web,Medium-Class Car,Medsize
QG83213,California,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Small
SA40041,Washington,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer2,Agent,Normal Car,Small
MC36247,Oregon,Yes,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
FO13070,California,Yes,Basic,High School or Below,Employed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Medsize
VL97142,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer3,Agent,Medium-Class Car,Medsize
CI57475,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Small
KJ19260,Arizona,No,Basic,Bachelor or College,Employed,Rural,Divorced,Corporate,Offer2,Call Center,Normal Car,Medsize
GN93462,California,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Call Center,Normal Car,Medsize
QB86817,Oregon,No,Extended,High School or Below,Employed,Urban,Divorced,Personal,Offer2,Agent,Normal Car,Medsize
